"11419: Månedslønn, etter statistikkmål, yrke, næring (SN2007), kjønn, avtalt/vanlig arbeidstid per uke, statistikkvariabel og år"

"statistikkmål";"yrke";"næring (SN2007)";"kjønn";"avtalt/vanlig arbeidstid per uke";"Månedslønn (kr) 2015";"Månedslønn (kr) 2016";"Månedslønn (kr) 2017";"Månedslønn (kr) 2018";"Månedslønn (kr) 2019";"Månedslønn (kr) 2020";"Månedslønn (kr) 2021";"Månedslønn (kr) 2022"
"Gjennomsnitt";"Kontoryrker";"79 Reisebyråer og reisearrangører";"Menn";"Heltidsansatte";39670;38760;40610;41440;42530;41110;44620;47240
"Gjennomsnitt";"Kontoryrker";"79 Reisebyråer og reisearrangører";"Kvinner";"Heltidsansatte";35780;36180;36970;38260;39450;37980;40940;43160
"Gjennomsnitt";"Kontoryrker";"80 Vakttjeneste og etterforsking";"Menn";"Heltidsansatte";:;:;:;:;:;40310;42060;43340
"Gjennomsnitt";"Kontoryrker";"80 Vakttjeneste og etterforsking";"Kvinner";"Heltidsansatte";:;35950;37160;39720;39060;39700;41090;41420
"Gjennomsnitt";"Kontoryrker";"81 Tjenester tilknyttet eiendomsdrift";"Menn";"Heltidsansatte";35760;35560;37580;37460;39530;41000;41520;42730
"Gjennomsnitt";"Kontoryrker";"81 Tjenester tilknyttet eiendomsdrift";"Kvinner";"Heltidsansatte";35240;36470;37300;37720;39850;40390;42320;43570
"Gjennomsnitt";"Kontoryrker";"81.2 Rengjøringsvirksomhet";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"81.2 Rengjøringsvirksomhet";"Kvinner";"Heltidsansatte";34660;35730;36780;36560;39050;39260;41790;42790
"Gjennomsnitt";"Kontoryrker";"82 Forretningsmessig tjenesteyting ellers";"Menn";"Heltidsansatte";35550;34500;34720;35640;36990;37280;38890;40780
"Gjennomsnitt";"Kontoryrker";"82 Forretningsmessig tjenesteyting ellers";"Kvinner";"Heltidsansatte";35660;36070;36970;38100;39060;39000;40850;42020
"Gjennomsnitt";"Kontoryrker";"84.11 Generell offentlig administrasjon";"Menn";"Heltidsansatte";36120;37040;38060;38290;39550;39640;41680;43410
"Gjennomsnitt";"Kontoryrker";"84.11 Generell offentlig administrasjon";"Kvinner";"Heltidsansatte";35030;35990;37440;38510;39790;40380;42210;44210
"Gjennomsnitt";"Kontoryrker";"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"Menn";"Heltidsansatte";:;:;:;32670;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"Kvinner";"Heltidsansatte";34440;35650;36540;37850;39330;39440;42020;43270
"Gjennomsnitt";"Kontoryrker";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"Menn";"Heltidsansatte";37820;38010;39650;39480;40820;41600;41970;44430
"Gjennomsnitt";"Kontoryrker";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"Kvinner";"Heltidsansatte";35670;36770;38490;39010;40670;41200;43090;45230
"Gjennomsnitt";"Kontoryrker";"84.21 Utenrikssaker";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"84.21 Utenrikssaker";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"84.22 Forsvar";"Menn";"Heltidsansatte";35100;35410;36320;37650;39860;40680;42660;45460
"Gjennomsnitt";"Kontoryrker";"84.22 Forsvar";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"84.23 Retts- og fengselsvesen";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"84.23 Retts- og fengselsvesen";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;39940;43710
"Gjennomsnitt";"Kontoryrker";"84.24 Politi- og påtalemyndighet";"Menn";"Heltidsansatte";36590;37030;37380;38330;39930;40660;41880;43800
"Gjennomsnitt";"Kontoryrker";"84.24 Politi- og påtalemyndighet";"Kvinner";"Heltidsansatte";34890;35450;36310;37260;39170;40040;40950;43450
"Gjennomsnitt";"Kontoryrker";"84.25 Brannvern";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"84.25 Brannvern";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"84.30 Trygdeordninger underlagt offentlig forvaltning";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"84.30 Trygdeordninger underlagt offentlig forvaltning";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"85.1-85.2 Førskole- og grunnskoleundervisning";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"85.1-85.2 Førskole- og grunnskoleundervisning";"Kvinner";"Heltidsansatte";33630;34960;35890;36800;37910;38370;40110;41730
"Gjennomsnitt";"Kontoryrker";"85.3 Undervisning på videregående skoles nivå";"Menn";"Heltidsansatte";28530;28280;28360;26560;26070;27170;31140;33940
"Gjennomsnitt";"Kontoryrker";"85.3 Undervisning på videregående skoles nivå";"Kvinner";"Heltidsansatte";32030;32910;34260;34990;35980;36350;38110;40070
"Gjennomsnitt";"Kontoryrker";"85.4 Undervisning i høyere utdanning";"Menn";"Heltidsansatte";36360;33700;35120;38740;41310;41340;43130;44890
"Gjennomsnitt";"Kontoryrker";"85.4 Undervisning i høyere utdanning";"Kvinner";"Heltidsansatte";37120;36770;38040;39760;41850;42750;43860;46560
"Gjennomsnitt";"Kontoryrker";"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning";"Menn";"Heltidsansatte";:;34690;35620;37380;38930;38150;41160;43710
"Gjennomsnitt";"Kontoryrker";"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning";"Kvinner";"Heltidsansatte";33950;34860;35550;36350;37850;39130;40820;42650
"Gjennomsnitt";"Kontoryrker";"86 Helsetjenester";"Menn";"Heltidsansatte";32510;33110;33360;35430;35600;36480;37810;39690
"Gjennomsnitt";"Kontoryrker";"86 Helsetjenester";"Kvinner";"Heltidsansatte";31930;32890;33560;34950;35500;36190;37430;39750
"Gjennomsnitt";"Kontoryrker";"86.1 Sykehustjenester";"Menn";"Heltidsansatte";32460;33580;33810;35770;35510;36320;37270;39620
"Gjennomsnitt";"Kontoryrker";"86.1 Sykehustjenester";"Kvinner";"Heltidsansatte";31820;32870;33470;34900;35170;36080;37120;39490
"Gjennomsnitt";"Kontoryrker";"87 Pleie og omsorg i institusjon";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"87 Pleie og omsorg i institusjon";"Kvinner";"Heltidsansatte";34380;35440;36940;38240;39170;38550;40860;41820
"Gjennomsnitt";"Kontoryrker";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"Kvinner";"Heltidsansatte";34260;35550;36790;38260;39570;41050;:;:
"Gjennomsnitt";"Kontoryrker";"88.911 Barnehager";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"88.911 Barnehager";"Kvinner";"Heltidsansatte";32490;34240;34910;36400;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted";"Menn";"Heltidsansatte";33190;34610;35960;37700;38970;39160;40030;41090
"Gjennomsnitt";"Kontoryrker";"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted";"Kvinner";"Heltidsansatte";34000;35400;36530;37900;39630;40250;41950;43150
"Gjennomsnitt";"Kontoryrker";"88.993-88.994 Arbeidstreningsvirksomheter";"Menn";"Heltidsansatte";29640;30870;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"88.993-88.994 Arbeidstreningsvirksomheter";"Kvinner";"Heltidsansatte";31450;34100;35730;38020;40180;:;41850;:
"Gjennomsnitt";"Kontoryrker";"90 Kunstnerisk virksomhet og underholdning";"Menn";"Heltidsansatte";:;:;:;:;:;:;45710;47160
"Gjennomsnitt";"Kontoryrker";"90 Kunstnerisk virksomhet og underholdning";"Kvinner";"Heltidsansatte";:;35140;36850;38540;41130;40610;44510;45440
"Gjennomsnitt";"Kontoryrker";"91 Bibliotek, muséer o.a. kulturvirksomhet";"Menn";"Heltidsansatte";33770;34140;36570;38150;38940;39900;41900;43560
"Gjennomsnitt";"Kontoryrker";"91 Bibliotek, muséer o.a. kulturvirksomhet";"Kvinner";"Heltidsansatte";33740;34530;35550;37200;38180;39110;40690;42380
"Gjennomsnitt";"Kontoryrker";"93 Sports- og fritidsaktiviteter";"Menn";"Heltidsansatte";34800;31970;30420;31090;32510;33320;35010;37140
"Gjennomsnitt";"Kontoryrker";"93 Sports- og fritidsaktiviteter";"Kvinner";"Heltidsansatte";32620;30280;30280;30830;31590;32500;34240;37170
"Gjennomsnitt";"Kontoryrker";"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger";"Kvinner";"Heltidsansatte";40140;40780;42800;43370;45960;47710;48920;51470
"Gjennomsnitt";"Kontoryrker";"94.2 Arbeidstakerorganisasjoner";"Menn";"Heltidsansatte";44240;44990;45580;46330;48610;49680;50250;54010
"Gjennomsnitt";"Kontoryrker";"94.2 Arbeidstakerorganisasjoner";"Kvinner";"Heltidsansatte";39610;41070;42010;43780;44990;46250;47560;49940
"Gjennomsnitt";"Kontoryrker";"94.9 Aktiviteter i andre medlemsorganisasjoner";"Menn";"Heltidsansatte";35800;36230;37950;38150;39980;41390;42090;43300
"Gjennomsnitt";"Kontoryrker";"94.9 Aktiviteter i andre medlemsorganisasjoner";"Kvinner";"Heltidsansatte";35330;36030;37250;38270;39570;40480;42500;43430
"Gjennomsnitt";"Kontoryrker";"95 Reparasjon av varer til personlig bruk";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"95 Reparasjon av varer til personlig bruk";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"96 Annen personlig tjenesteyting";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"96 Annen personlig tjenesteyting";"Kvinner";"Heltidsansatte";33830;33670;33190;34690;35200;37340;39120;39880
"Gjennomsnitt";"Kontoryrker";"97 Lønnet arbeid i private husholdninger";"Menn";"Heltidsansatte";.;.;:;:;.;.;.;.
"Gjennomsnitt";"Kontoryrker";"97 Lønnet arbeid i private husholdninger";"Kvinner";"Heltidsansatte";.;:;:;:;:;:;.;.
"Gjennomsnitt";"Kontoryrker";"99 Internasjonale organer";"Menn";"Heltidsansatte";.;:;:;:;:;:;:;:
"Gjennomsnitt";"Kontoryrker";"99 Internasjonale organer";"Kvinner";"Heltidsansatte";.;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"03.2 Akvakultur";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"03.2 Akvakultur";"Kvinner";"Heltidsansatte";.;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"05_07_08_09.9 Bergverksdrift";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"05_07_08_09.9 Bergverksdrift";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting";"Menn";"Heltidsansatte";59530;65060;68470;72620;72560;70780;71690;75920
"Gjennomsnitt";"Salgs- og serviceyrker";"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting";"Kvinner";"Heltidsansatte";56080;56600;56610;61700;61320;61020;63220;69430
"Gjennomsnitt";"Salgs- og serviceyrker";"10-12 Nærings-, drikkevare- og tobakksindustri";"Menn";"Heltidsansatte";36040;35910;36970;38360;40810;40950;43580;45810
"Gjennomsnitt";"Salgs- og serviceyrker";"10-12 Nærings-, drikkevare- og tobakksindustri";"Kvinner";"Heltidsansatte";29890;29690;30160;31510;33140;33530;35370;37820
"Gjennomsnitt";"Salgs- og serviceyrker";"13-15 Tekstil-, bekledning- og lærvareindustri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"13-15 Tekstil-, bekledning- og lærvareindustri";"Kvinner";"Heltidsansatte";:;:;:;30440;32850;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"16 Trelast- og trevareindustri";"Menn";"Heltidsansatte";37160;36160;38310;39830;42380;43320;47850;49360
"Gjennomsnitt";"Salgs- og serviceyrker";"16 Trelast- og trevareindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"17 Papir- og papirvareindustri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"17 Papir- og papirvareindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"18 Trykking, grafisk industri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"18 Trykking, grafisk industri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"19-21 Oljeraffinering, kjemisk og farmasøytisk industri";"Menn";"Heltidsansatte";43100;46380;:;48000;52180;51930;56160;:
"Gjennomsnitt";"Salgs- og serviceyrker";"19-21 Oljeraffinering, kjemisk og farmasøytisk industri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"22-23 Gummi-, plast- og mineralsk industri";"Menn";"Heltidsansatte";:;40690;42180;42990;45520;:;48320;49790
"Gjennomsnitt";"Salgs- og serviceyrker";"22-23 Gummi-, plast- og mineralsk industri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"24 Metallindustri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"24 Metallindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"25 Metallvareindustri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"25 Metallvareindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"26-27 Data- og elektrisk utstyrsindustri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"26-27 Data- og elektrisk utstyrsindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"28 Maskinindustri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"28 Maskinindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"29-30 Annen verkstedindustri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"29-30 Annen verkstedindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"31-32 Møbelindustri og annen industri";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"31-32 Møbelindustri og annen industri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"33 Maskinreparasjon og -installasjon";"Menn";"Heltidsansatte";39990;41040;42150;44060;45840;47190;50770;54110
"Gjennomsnitt";"Salgs- og serviceyrker";"33 Maskinreparasjon og -installasjon";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"41 Oppføring av bygninger";"Menn";"Heltidsansatte";35740;36770;38650;39370;39620;40480;40830;43100
"Gjennomsnitt";"Salgs- og serviceyrker";"41 Oppføring av bygninger";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"42 Anleggsvirksomhet";"Menn";"Heltidsansatte";35370;36550;37520;38380;39330;39450;41730;44000
"Gjennomsnitt";"Salgs- og serviceyrker";"42 Anleggsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"43 Spesialisert bygge- og anleggsvirksomhet";"Menn";"Heltidsansatte";37500;36450;37940;39610;40740;42500;42800;46270
"Gjennomsnitt";"Salgs- og serviceyrker";"43 Spesialisert bygge- og anleggsvirksomhet";"Kvinner";"Heltidsansatte";32890;33010;34750;35500;37280;37850;39800;41940
"Gjennomsnitt";"Salgs- og serviceyrker";"45 Handel med og reparasjon av motorvogner";"Menn";"Heltidsansatte";39360;40710;41660;42870;44310;45890;47820;49050
"Gjennomsnitt";"Salgs- og serviceyrker";"45 Handel med og reparasjon av motorvogner";"Kvinner";"Heltidsansatte";33170;34250;34790;35950;36910;38210;39780;42090
"Gjennomsnitt";"Salgs- og serviceyrker";"46 Agentur- og engroshandel, unntatt med motorvogner";"Menn";"Heltidsansatte";35680;36260;36840;38220;39570;40950;42400;44870
"Gjennomsnitt";"Salgs- og serviceyrker";"46 Agentur- og engroshandel, unntatt med motorvogner";"Kvinner";"Heltidsansatte";33010;32720;33530;34510;35950;37490;38800;41200
"Gjennomsnitt";"Salgs- og serviceyrker";"47 Detaljhandel, unntatt med motorvogner";"Menn";"Heltidsansatte";31200;30580;31220;32220;33330;34750;36170;37930
"Gjennomsnitt";"Salgs- og serviceyrker";"47 Detaljhandel, unntatt med motorvogner";"Kvinner";"Heltidsansatte";30410;29120;29750;30800;31740;32910;34470;36380
"Gjennomsnitt";"Salgs- og serviceyrker";"49.1_49.3 Landtransport med passasjerer";"Menn";"Heltidsansatte";47250;47690;50550;51440;51110;53130;54040;56900
"Gjennomsnitt";"Salgs- og serviceyrker";"49.1_49.3 Landtransport med passasjerer";"Kvinner";"Heltidsansatte";42300;42980;46080;47410;47000;49740;50740;54300
"Gjennomsnitt";"Salgs- og serviceyrker";"49.2_49.4 Landtransport med gods";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"49.2_49.4 Landtransport med gods";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"50.1 Sjøfart og kysttrafikk med passasjerer";"Menn";"Heltidsansatte";36900;38340;38320;39360;41020;41550;42860;46220
"Gjennomsnitt";"Salgs- og serviceyrker";"50.1 Sjøfart og kysttrafikk med passasjerer";"Kvinner";"Heltidsansatte";33680;35630;35890;36790;37690;38030;38710;40830
"Gjennomsnitt";"Salgs- og serviceyrker";"50.2 Sjøfart og kysttrafikk med gods";"Menn";"Heltidsansatte";50680;49990;50690;50930;53530;55110;55710;56150
"Gjennomsnitt";"Salgs- og serviceyrker";"50.2 Sjøfart og kysttrafikk med gods";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"51 Lufttransport";"Menn";"Heltidsansatte";34630;35190;35960;36940;38070;41660;36400;39390
"Gjennomsnitt";"Salgs- og serviceyrker";"51 Lufttransport";"Kvinner";"Heltidsansatte";31660;32080;32040;33870;34710;38560;35010;36990
"Gjennomsnitt";"Salgs- og serviceyrker";"52 Transporttjenester og lagring";"Menn";"Heltidsansatte";40660;41500;42970;44230;45040;46640;47870;50530
"Gjennomsnitt";"Salgs- og serviceyrker";"52 Transporttjenester og lagring";"Kvinner";"Heltidsansatte";35460;36350;37760;39110;39200;39840;41420;42060
"Gjennomsnitt";"Salgs- og serviceyrker";"53 Post og distribusjonsvirksomhet";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"53 Post og distribusjonsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"55 Overnattingsvirksomhet";"Menn";"Heltidsansatte";28230;29330;30340;31150;32130;32450;33700;36140
"Gjennomsnitt";"Salgs- og serviceyrker";"55 Overnattingsvirksomhet";"Kvinner";"Heltidsansatte";26610;27880;28720;29650;30900;31300;32440;34560
"Gjennomsnitt";"Salgs- og serviceyrker";"56.1_56.3 Restaurantvirksomhet og drift av barer";"Menn";"Heltidsansatte";27370;27250;27830;28890;30030;30320;32220;34050
"Gjennomsnitt";"Salgs- og serviceyrker";"56.1_56.3 Restaurantvirksomhet og drift av barer";"Kvinner";"Heltidsansatte";26440;25170;25840;27150;28350;28670;29870;31870
"Gjennomsnitt";"Salgs- og serviceyrker";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"Menn";"Heltidsansatte";41210;40140;39160;40570;42240;44090;44000;43550
"Gjennomsnitt";"Salgs- og serviceyrker";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"Kvinner";"Heltidsansatte";34210;32210;32380;34060;35300;36460;37130;38040
"Gjennomsnitt";"Salgs- og serviceyrker";"58 Forlagsvirksomhet";"Menn";"Heltidsansatte";42480;46150;46440;46990;51460;52840;53820;56160
"Gjennomsnitt";"Salgs- og serviceyrker";"58 Forlagsvirksomhet";"Kvinner";"Heltidsansatte";40050;41200;41870;42300;45330;45300;50570;50520
"Gjennomsnitt";"Salgs- og serviceyrker";"59 Film- og TV-produksjon, musikkutgivelse";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"59 Film- og TV-produksjon, musikkutgivelse";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"60 Radio- og fjernsynskringkasting";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"60 Radio- og fjernsynskringkasting";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"61 Telekommunikasjon";"Menn";"Heltidsansatte";40540;40840;42840;46590;47950;47470;49920;52820
"Gjennomsnitt";"Salgs- og serviceyrker";"61 Telekommunikasjon";"Kvinner";"Heltidsansatte";37760;38050;39390;43240;44140;42470;44570;47030
"Gjennomsnitt";"Salgs- og serviceyrker";"62 IT-tjenester";"Menn";"Heltidsansatte";45490;43630;46010;47550;48790;51650;52070;51550
"Gjennomsnitt";"Salgs- og serviceyrker";"62 IT-tjenester";"Kvinner";"Heltidsansatte";:;:;34120;37520;39770;42470;41520;45190
"Gjennomsnitt";"Salgs- og serviceyrker";"63 Informasjonstjenester";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"63 Informasjonstjenester";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"64.1_65.1-65.3 Bank- og forsikringsvirksomhet";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"64.1_65.1-65.3 Bank- og forsikringsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"68.2 Utleie av egen eller leid fast eiendom";"Menn";"Heltidsansatte";35850;36920;37340;38910;40230;41510;43260;45460
"Gjennomsnitt";"Salgs- og serviceyrker";"68.2 Utleie av egen eller leid fast eiendom";"Kvinner";"Heltidsansatte";:;30470;31730;33290;34430;35620;38630;40740
"Gjennomsnitt";"Salgs- og serviceyrker";"68.31 Eiendomsmegling";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"68.31 Eiendomsmegling";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"69 Juridisk og regnskapsmessig tjenesteyting";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"69 Juridisk og regnskapsmessig tjenesteyting";"Kvinner";"Heltidsansatte";:;:;:;.;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"70 Hovedkontortjenester, administrativ rådgivning";"Menn";"Heltidsansatte";:;31750;31420;36610;39420;41510;45520;47890
"Gjennomsnitt";"Salgs- og serviceyrker";"70 Hovedkontortjenester, administrativ rådgivning";"Kvinner";"Heltidsansatte";:;28050;29470;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"71 Arkitekter og tekniske konsulenter";"Menn";"Heltidsansatte";:;:;:;:;:;47780;83130;55390
"Gjennomsnitt";"Salgs- og serviceyrker";"71 Arkitekter og tekniske konsulenter";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"72 Forskning og utviklingsarbeid";"Menn";"Heltidsansatte";:;:;:;:;:;:;54650;58030
"Gjennomsnitt";"Salgs- og serviceyrker";"72 Forskning og utviklingsarbeid";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Salgs- og serviceyrker";"73 Reklamevirksomhet og markedsundersøkelser";"Menn";"Heltidsansatte";34570;34370;32990;35600;38760;38020;40180;41840
"Gjennomsnitt";"Salgs- og serviceyrker";"73 Reklamevirksomhet og markedsundersøkelser";"Kvinner";"Heltidsansatte";35030;30950;31230;33330;36260;36650;36950;40170
"Gjennomsnitt";"Salgs- og serviceyrker";"77 Utleie- og leasingvirksomhet";"Menn";"Heltidsansatte";35520;35790;36180;37180;37030;39090;40010;41220
"Gjennomsnitt";"Salgs- og serviceyrker";"77 Utleie- og leasingvirksomhet";"Kvinner";"Heltidsansatte";32340;31510;32260;34190;33710;35350;37380;37850
"Gjennomsnitt";"Salgs- og serviceyrker";"78 Arbeidskrafttjenester";"Menn";"Heltidsansatte";30600;30280;31600;31890;33300;34480;35340;36580
"Gjennomsnitt";"Salgs- og serviceyrker";"78 Arbeidskrafttjenester";"Kvinner";"Heltidsansatte";26940;27360;28600;29160;30410;30850;32690;33860
"Gjennomsnitt";"Salgs- og serviceyrker";"79 Reisebyråer og reisearrangører";"Menn";"Heltidsansatte";:;33660;32870;34100;34550;34940;36790;38560
